seqnames,start,end,width,strand,feature_id,score,gene_id,distanceToTSS,promoter_feature,cor,pvalue,padj,qvalue
Chr2,3345618,3345791,174,*,ATAC_6600,0,AT2G07667,-18504,ATAC_6606,0.9459527591089478,3.129375911352878e-8,0.006382831577590897,4.784113502176399e-6
Chr2,3346566,3346793,228,*,ATAC_6601,0,AT2G07667,-17502,ATAC_6606,0.9780658497511616,6.18111109307751e-11,1.2640063129788853e-5,2.4637298797986702e-8
Chr2,3349002,3349166,165,*,ATAC_6602,0,AT2G07667,-15129,ATAC_6606,0.9605508297922368,3.59144199559398e-9,7.331569689805551e-4,6.887077237674894e-7
Chr2,3354524,3354693,170,*,ATAC_6603,0,AT2G07667,-9602,ATAC_6606,0.9353863290051617,1.0616321110648286e-7,0.021634045322490185,1.3390503172704251e-5
Chr2,3356756,3357126,371,*,ATAC_6604,0,AT2G07667,-7169,ATAC_6606,0.9708298989380808,4.46119873607681e-10,9.115344317488942e-5,1.1701407950558002e-7
Chr2,3362935,3363118,184,*,ATAC_6605,0,AT2G07667,-1177,ATAC_6606,0.9905923042807542,1.7059833617542827e-13,3.4930691725263644e-8,3.12605654899234e-10
Chr2,3365377,3365896,520,*,ATAC_6607,0,AT2G07667,1080,ATAC_6606,0.9891139772803581,4.720460536026179e-13,9.664670901459998e-8,7.241698760306831e-10
Chr2,3367263,3367506,244,*,ATAC_6608,0,AT2G07667,2966,ATAC_6606,0.9801543181451979,3.0852055730531485e-11,6.310170958565605e-6,1.3705099504090201e-8
Chr2,3376774,3378711,1938,*,ATAC_6609,0,AT2G07667,12477,ATAC_6606,0.9773756843109075,7.663992928530285e-11,1.5670642980895158e-5,2.8402700384946524e-8
Chr2,3381729,3382044,316,*,ATAC_6610,0,AT2G07667,17432,ATAC_6606,0.9903646076390688,2.0156596713082979e-13,4.127083333600453e-8,3.499114464490459e-10
Chr2,3265278,3265511,234,*,ATAC_6582,0,AT2G07669,-17275,ATAC_6586,0.979177775560543,4.307143411055817e-11,8.808668204252583e-6,1.792605007461507e-8
Chr2,3271889,3272817,929,*,ATAC_6583,0,AT2G07669,-9969,ATAC_6586,0.9937704266814484,9.603612783881108e-15,1.966839105364419e-9,4.1041035755626657e-11
Chr2,3275728,3276224,497,*,ATAC_6584,0,AT2G07669,-6562,ATAC_6586,0.9859098898676901,2.848585394973935e-12,5.830285185455002e-7,2.393779404099117e-9
Chr2,3278654,3279046,393,*,ATAC_6585,0,AT2G07669,-3740,ATAC_6586,0.9851629595719534,4.081341980529913e-12,8.352303109475245e-7,2.9239543281346884e-9
Chr2,3291861,3292327,467,*,ATAC_6587,0,AT2G07669,9073,ATAC_6586,0.9909036307815664,1.3490397957516026e-13,2.762253414587109e-8,2.542618815040403e-10
Chr2,3294394,3294643,250,*,ATAC_6588,0,AT2G07669,11606,ATAC_6586,0.9673721799771832,9.6830231241569e-10,1.9778639863634126e-4,2.2570910203423458e-7
Chr2,3296060,3296289,230,*,ATAC_6589,0,AT2G07669,13272,ATAC_6586,0.9819511085759491,1.5952904970279068e-11,3.2633262407202864e-6,7.853432571189625e-9
Chr2,3260315,3260750,436,*,ATAC_6581,0,AT2G07673,-5669,ATAC_6582,0.9511207872781318,1.570104194180759e-8,0.0032038918144774893,2.676344703086756e-6
Chr2,3271889,3272817,929,*,ATAC_6583,0,AT2G07673,5468,ATAC_6582,0.9853205170995959,3.7890297928538045e-12,7.754666264352525e-7,2.893407403862187e-9
Chr2,3275728,3276224,497,*,ATAC_6584,0,AT2G07673,9307,ATAC_6582,0.972064092665532,3.3071116505112406e-10,6.758479511217782e-5,9.303161274146055e-8
Chr2,3278654,3279046,393,*,ATAC_6585,0,AT2G07673,12233,ATAC_6582,0.9852958680560647,3.83354167097525e-12,7.845534706734397e-7,2.893407403862187e-9
Chr2,3283409,3283712,304,*,ATAC_6586,0,AT2G07673,16988,ATAC_6582,0.979177775560543,4.307143411055817e-11,8.808668204252583e-6,1.792605007461507e-8
Chr2,3260315,3260750,436,*,ATAC_6581,0,AT2G07676,-11868,ATAC_6583,0.9327684501025866,1.3920327630608105e-7,0.028360857904772035,1.6802884038410157e-5
Chr2,3265278,3265511,234,*,ATAC_6582,0,AT2G07676,-7107,ATAC_6583,0.9853205170995959,3.7890297928538045e-12,7.754666264352525e-7,2.893407403862187e-9
Chr2,3275728,3276224,497,*,ATAC_6584,0,AT2G07676,3108,ATAC_6583,0.9777070153243822,6.918080668741117e-11,1.4146368074668585e-5,2.630332688460841e-8
Chr2,3278654,3279046,393,*,ATAC_6585,0,AT2G07676,6034,ATAC_6583,0.9857591229373079,3.0676995834630404e-012,6.278568706486301e-7,2.4983446401947984e-9
Chr2,3283409,3283712,304,*,ATAC_6586,0,AT2G07676,10789,ATAC_6583,0.9937704266814484,9.603612783881108e-15,1.966839105364419e-9,4.1041035755626657e-11
Chr2,3291861,3292327,467,*,ATAC_6587,0,AT2G07676,19241,ATAC_6583,0.991029051453503,1.224504164844456e-13,2.507319218018805e-8,2.447771456795131e-10
Chr2,3260315,3260750,436,*,ATAC_6581,0,AT2G07677,-17438,ATAC_6585,0.967049671960306,1.0364304946667617e-9,2.1169611068815942e-4,2.384227464957239e-7
Chr2,3265278,3265511,234,*,ATAC_6582,0,AT2G07677,-12677,ATAC_6585,0.9852958680560647,3.83354167097525e-12,7.845534706734397e-7,2.893407403862187e-9
Chr2,3271889,3272817,929,*,ATAC_6583,0,AT2G07677,-5371,ATAC_6585,0.9857591229373079,3.0676995834630404e-012,6.278568706486301e-7,2.4983446401947984e-9
Chr2,3275728,3276224,497,*,ATAC_6584,0,AT2G07677,-1964,ATAC_6585,0.9880698108788892,8.937892962518408e-13,1.829738633607881e-7,1.0311986179515687e-9
Chr2,3283409,3283712,304,*,ATAC_6586,0,AT2G07677,5219,ATAC_6585,0.9851629595719534,4.081341980529913e-12,8.352303109475245e-7,2.9239543281346884e-9
Chr2,3291861,3292327,467,*,ATAC_6587,0,AT2G07677,13671,ATAC_6585,0.9899089510423444,2.782044292654494e-13,5.69620786876715e-8,4.718605014083183e-10
Chr2,3294394,3294643,250,*,ATAC_6588,0,AT2G07677,16204,ATAC_6585,0.9839886795512215,6.93449764027217e-12,1.4189230381572108e-6,4.39851629169828e-9
Chr2,3296060,3296289,230,*,ATAC_6589,0,AT2G07677,17870,ATAC_6585,0.9919364142961881,5.818715502241651e-14,1.1915332856870364e-8,1.5052598665276128e-10
Chr2,3294394,3294643,250,*,ATAC_6588,0,AT2G07687,18007,ATAC_6591,0.968981832371041,6.824429606811347e-10,1.3941968465235242e-4,1.6924243348220128e-7
Chr2,3296060,3296289,230,*,ATAC_6589,0,AT2G07687,16361,ATAC_6591,0.9751434476735845,1.4721220816118928e-10,3.0094297289975603e-5,4.855549332516563e-8
Chr2,3303770,3303935,166,*,ATAC_6590,0,AT2G07687,8715,ATAC_6591,0.9348559253943315,1.122552680309318e-7,0.02287481724300313,1.4024821681389784e-5
Chr2,3319948,3320108,161,*,ATAC_6592,0,AT2G07687,-7296,ATAC_6591,0.975692122016749,1.2610104180475286e-10,2.5780853592814504e-5,4.295721841599881e-8
Chr2,3324464,3324721,258,*,ATAC_6593,0,AT2G07687,-11812,ATAC_6591,0.9580327344551169,5.50123285210943e-9,0.0011228896448411685,1.0174476154459339e-6
Chr2,3325051,3325219,169,*,ATAC_6594,0,AT2G07687,-12399,ATAC_6591,0.979966469450319,3.2938854924076875e-11,6.736885181056671e-6,1.4485776421055151e-8
Chr2,3331915,3332517,603,*,ATAC_6595,0,AT2G07687,-19263,ATAC_6591,0.9739693653622404,2.0272091977045607e-10,4.143554783832191e-5,6.191247409049912e-8
Chr2,3313017,3315262,2246,*,ATAC_6591,0,AT2G07688,16883,ATAC_6595,0.9739693653622404,2.0272091977045607e-10,4.143554783832191e-5,6.191247409049912e-8
Chr2,3319948,3320108,161,*,ATAC_6592,0,AT2G07688,12037,ATAC_6595,0.9589948323718965,4.688898897612692e-9,9.571214874751908e-4,8.812280074430697e-7
Chr2,3324464,3324721,258,*,ATAC_6593,0,AT2G07688,7424,ATAC_6595,0.9778313380753288,6.65468452386231e-11,1.3607898195465082e-5,2.5747058988706782e-8
Chr2,3325051,3325219,169,*,ATAC_6594,0,AT2G07688,6926,ATAC_6595,0.9528517200597424,1.2255531319371242e-8,0.0025009985318754087,2.141606753292336e-6
Chr2,3332800,3333295,496,*,ATAC_6596,0,AT2G07688,-653,ATAC_6595,0.9860088005066372,2.712230364719953e-12,5.551338865901506e-7,2.393779404099117e-9
Chr2,3334070,3335351,1282,*,ATAC_6597,0,AT2G07688,-1923,ATAC_6595,0.9881990347927987,8.284658020979577e-13,1.6960434747129602e-7,1.012057915032012e-9
Chr2,3337075,3337282,208,*,ATAC_6598,0,AT2G07688,-4928,ATAC_6595,0.9734901373197704,2.3004110974908598e-10,4.701488184607919e-5,6.72951006937829e-8
Chr2,3337572,3338280,709,*,ATAC_6599,0,AT2G07688,-5425,ATAC_6595,0.9898682681886353,2.8612056679635254e-13,5.858261381041959e-8,4.718605014083183e-10
Chr2,3345618,3345791,174,*,ATAC_6600,0,AT2G07688,-13471,ATAC_6595,0.9462947179344233,2.99612903450092e-8,0.006111294275542561,4.623266556941383e-6
Chr2,3346566,3346793,228,*,ATAC_6601,0,AT2G07688,-14419,ATAC_6595,0.9730496313027428,2.5786858641115535e-10,5.2699571530502176e-5,7.39597003634314e-8
Chr2,3349002,3349166,165,*,ATAC_6602,0,AT2G07688,-16855,ATAC_6595,0.943336946965897,4.3260641663323916e-8,0.008821234180926717,6.210577428488798e-6
Chr2,3319948,3320108,161,*,ATAC_6592,0,AT2G07689,-16000,ATAC_6597,0.9815018896913797,1.892612449888186e-11,3.8712819878727875e-6,8.854562738365773e-9
Chr2,3324464,3324721,258,*,ATAC_6593,0,AT2G07689,-11387,ATAC_6597,0.9847462961382208,4.949043840746308e-12,1.012703044956554e-6,3.216472171046617e-9
Chr2,3325051,3325219,169,*,ATAC_6594,0,AT2G07689,-10889,ATAC_6597,0.9739519359174941,2.0366357065646742e-10,4.1627611860758e-5,6.191247409049912e-8
Chr2,3331915,3332517,603,*,ATAC_6595,0,AT2G07689,-3591,ATAC_6597,0.9881990347927987,8.284658020979577e-13,1.6960434747129602e-7,1.012057915032012e-9
Chr2,3332800,3333295,496,*,ATAC_6596,0,AT2G07689,-2813,ATAC_6597,0.9956041785296551,8.406241300112577e-16,1.7217159056412574e-10,7.393756236854578e-12
Chr2,3337075,3337282,208,*,ATAC_6598,0,AT2G07689,965,ATAC_6597,0.9876168558804989,1.1587811583059416e-12,2.3720482066754285e-7,1.2037941796784565e-9
Chr2,3337572,3338280,709,*,ATAC_6599,0,AT2G07689,1462,ATAC_6597,0.998082960546517,2.5384484764917194e-18,5.199377091974165e-13,6.698119379969488e-14
Chr2,3345618,3345791,174,*,ATAC_6600,0,AT2G07689,9508,ATAC_6597,0.964711234217225,1.6644636691360885e-9,3.39916770510972e-4,3.599971148874668e-7
Chr2,3346566,3346793,228,*,ATAC_6601,0,AT2G07689,10456,ATAC_6597,0.9839424496622513,7.075008361618025e-12,1.4476669859291955e-6,4.423836191988019e-9
Chr2,3349002,3349166,165,*,ATAC_6602,0,AT2G07689,12892,ATAC_6597,0.9748627944380652,1.591304784245486e-10,3.2529293269067796e-5,5.106267708797976e-8
Chr2,3354524,3354693,170,*,ATAC_6603,0,AT2G07689,18414,ATAC_6597,0.9573681228626493,6.129933077554277e-9,0.0012511499907942158,1.1185926750096748e-6
Chr2,3331915,3332517,603,*,ATAC_6595,0,AT2G07694,12785,ATAC_6600,0.9462947179344233,2.99612903450092e-8,0.006111294275542561,4.623266556941383e-6
Chr2,3332800,3333295,496,*,ATAC_6596,0,AT2G07694,12007,ATAC_6600,0.9588718919598938,4.786624313554199e-9,9.770601147556237e-4,8.957663845412545e-7
Chr2,3334070,3335351,1282,*,ATAC_6597,0,AT2G07694,9951,ATAC_6600,0.964711234217225,1.6644636691360885e-9,3.39916770510972e-4,3.599971148874668e-7
Chr2,3337075,3337282,208,*,ATAC_6598,0,AT2G07694,8020,ATAC_6600,0.9716843293315532,3.6312777025528713e-10,7.420479672389767e-5,1.0001807339390586e-7
Chr2,3337572,3338280,709,*,ATAC_6599,0,AT2G07694,7022,ATAC_6600,0.9528704062422697,1.2222182318930227e-8,0.002494241856735686,2.138611742631559e-6
Chr2,3346566,3346793,228,*,ATAC_6601,0,AT2G07694,-1262,ATAC_6600,0.9409225223608624,5.756106224856753e-8,0.011733937661494989,7.788946474524117e-6
Chr2,3349002,3349166,165,*,ATAC_6602,0,AT2G07694,-3698,ATAC_6600,0.9614429168446006,3.06736988856552e-9,6.262342364495365e-4,6.049152974061951e-7
Chr2,3354524,3354693,170,*,ATAC_6603,0,AT2G07694,-9220,ATAC_6600,0.9778381543220395,6.640494700443303e-11,1.3579081207989506e-5,2.5747058988706782e-8
Chr2,3356756,3357126,371,*,ATAC_6604,0,AT2G07694,-11452,ATAC_6600,0.9791960069303649,4.281020736572004e-11,8.755415179814966e-6,1.792605007461507e-8
Chr2,3362935,3363118,184,*,ATAC_6605,0,AT2G07694,-17631,ATAC_6600,0.9619866859566654,2.781100464844038e-9,5.678145008067425e-4,5.576289584525182e-7
Chr2,3364559,3365085,527,*,ATAC_6606,0,AT2G07694,-19255,ATAC_6600,0.9459527591089478,3.129375911352878e-8,0.006382831577590897,4.784113502176399e-6
Chr2,3331915,3332517,603,*,ATAC_6595,0,AT2G07695,-13411,ATAC_6600,0.9462947179344233,2.99612903450092e-8,0.006111294275542561,4.623266556941383e-6
Chr2,3332800,3333295,496,*,ATAC_6596,0,AT2G07695,-12633,ATAC_6600,0.9588718919598938,4.786624313554199e-9,9.770601147556237e-4,8.957663845412545e-7
Chr2,3334070,3335351,1282,*,ATAC_6597,0,AT2G07695,-10577,ATAC_6600,0.964711234217225,1.6644636691360885e-9,3.39916770510972e-4,3.599971148874668e-7
Chr2,3337075,3337282,208,*,ATAC_6598,0,AT2G07695,-8646,ATAC_6600,0.9716843293315532,3.6312777025528713e-10,7.420479672389767e-5,1.0001807339390586e-7
Chr2,3337572,3338280,709,*,ATAC_6599,0,AT2G07695,-7648,ATAC_6600,0.9528704062422697,1.2222182318930227e-8,0.002494241856735686,2.138611742631559e-6
Chr2,3346566,3346793,228,*,ATAC_6601,0,AT2G07695,636,ATAC_6600,0.9409225223608624,5.756106224856753e-8,0.011733937661494989,7.788946474524117e-6
Chr2,3349002,3349166,165,*,ATAC_6602,0,AT2G07695,3072,ATAC_6600,0.9614429168446006,3.06736988856552e-9,6.262342364495365e-4,6.049152974061951e-7
Chr2,3354524,3354693,170,*,ATAC_6603,0,AT2G07695,8594,ATAC_6600,0.9778381543220395,6.640494700443303e-11,1.3579081207989506e-5,2.5747058988706782e-8
Chr2,3356756,3357126,371,*,ATAC_6604,0,AT2G07695,10826,ATAC_6600,0.9791960069303649,4.281020736572004e-11,8.755415179814966e-6,1.792605007461507e-8
Chr2,3362935,3363118,184,*,ATAC_6605,0,AT2G07695,17005,ATAC_6600,0.9619866859566654,2.781100464844038e-9,5.678145008067425e-4,5.576289584525182e-7
Chr2,3364559,3365085,527,*,ATAC_6606,0,AT2G07695,18629,ATAC_6600,0.9459527591089478,3.129375911352878e-8,0.006382831577590897,4.784113502176399e-6
Chr2,3365377,3365896,520,*,ATAC_6607,0,AT2G07695,19447,ATAC_6600,0.9525202579502671,1.2860102489824865e-8,0.002624322534791091,2.235409998011719e-6
Chr2,3337572,3338280,709,*,ATAC_6599,0,AT2G07697,19193,ATAC_6604,0.9756877225629625,1.2625941619035547e-10,2.5812853824204843e-5,4.295721841599881e-8
Chr2,3345618,3345791,174,*,ATAC_6600,0,AT2G07697,11682,ATAC_6604,0.9791960069303649,4.281020736572004e-11,8.755415179814966e-6,1.792605007461507e-8
Chr2,3346566,3346793,228,*,ATAC_6601,0,AT2G07697,10680,ATAC_6604,0.9802062841726419,3.029514029071959e-11,6.19632563394146e-6,1.3548945228324092e-8
Chr2,3349002,3349166,165,*,ATAC_6602,0,AT2G07697,8307,ATAC_6604,0.9691233439425067,6.611934882321293e-10,1.350831520328005e-4,1.6552838876804358e-7
Chr2,3354524,3354693,170,*,ATAC_6603,0,AT2G07697,2780,ATAC_6604,0.9870048943129923,1.6215950594616439e-12,3.3193402229156067e-7,1.6207760720578766e-9
Chr2,3362935,3363118,184,*,ATAC_6605,0,AT2G07697,-5460,ATAC_6604,0.9710431062667737,4.240292113586329e-10,8.664316084454354e-5,1.132461281077915e-7
Chr2,3364559,3365085,527,*,ATAC_6606,0,AT2G07697,-7084,ATAC_6604,0.9708298989380808,4.46119873607681e-10,9.115344317488942e-5,1.1701407950558002e-7
Chr2,3365377,3365896,520,*,ATAC_6607,0,AT2G07697,-7902,ATAC_6604,0.9833229532679677,9.206509592576619e-12,1.883743927737102e-6,5.597444695455957e-9
Chr2,3367263,3367506,244,*,ATAC_6608,0,AT2G07697,-9788,ATAC_6604,0.9885473296718792,6.723542029809892e-13,1.3765376539310986e-7,9.436801189357295e-10
Chr2,3376774,3378711,1938,*,ATAC_6609,0,AT2G07697,-19299,ATAC_6604,0.9911476719916148,1.1159118943455614e-13,2.2850081495756323e-8,2.4135405889725326e-10
Chr2,3349002,3349166,165,*,ATAC_6602,0,AT2G07699,-18480,ATAC_6608,0.9759815085072352,1.1604931445310477e-10,2.372628233993727e-5,4.0504690176842055e-8
Chr2,3354524,3354693,170,*,ATAC_6603,0,AT2G07699,-12953,ATAC_6608,0.9694060496173162,6.204288395246248e-10,1.26757334487918e-4,1.5711179442344636e-7
Chr2,3356756,3357126,371,*,ATAC_6604,0,AT2G07699,-10520,ATAC_6608,0.9885473296718792,6.723542029809892e-13,1.3765376539310986e-7,9.436801189357295e-10
Chr2,3362935,3363118,184,*,ATAC_6605,0,AT2G07699,-4528,ATAC_6608,0.9852934704431859,3.837895116290165e-12,7.854290734438986e-7,2.893407403862187e-9
Chr2,3364559,3365085,527,*,ATAC_6606,0,AT2G07699,-2561,ATAC_6608,0.9801543181451979,3.0852055730531485e-11,6.310170958565605e-6,1.3705099504090201e-8
Chr2,3365377,3365896,520,*,ATAC_6607,0,AT2G07699,-1750,ATAC_6608,0.9861441178406853,2.534757009960029e-12,5.188165995556287e-7,2.306337527683173e-9
Chr2,3376774,3378711,1938,*,ATAC_6609,0,AT2G07699,9126,ATAC_6608,0.9862715174117666,2.3768450739409337e-12,4.86506910804674e-7,2.2240077547655366e-9
Chr2,3381729,3382044,316,*,ATAC_6610,0,AT2G07699,14081,ATAC_6608,0.9860155528653445,2.70312906798089e-12,5.532764576343286e-7,2.393779404099117e-9
Chr2,3362935,3363118,184,*,ATAC_6605,0,AT2G07705,-17625,ATAC_6610,0.9795029977545856,3.861053131930807e-11,7.896780307550164e-6,1.6799216402382303e-8
Chr2,3364559,3365085,527,*,ATAC_6606,0,AT2G07705,-15658,ATAC_6610,0.9903646076390688,2.0156596713082979e-13,4.127083333600453e-8,3.499114464490459e-10
Chr2,3365377,3365896,520,*,ATAC_6607,0,AT2G07705,-14847,ATAC_6610,0.9940997661822979,6.571847252545378e-15,1.345934032863051e-9,3.76976397472096e-11
Chr2,3367263,3367506,244,*,ATAC_6608,0,AT2G07705,-13237,ATAC_6610,0.9860155528653445,2.70312906798089e-12,5.532764576343286e-7,2.393779404099117e-9
Chr2,3376774,3378711,1938,*,ATAC_6609,0,AT2G07705,-2032,ATAC_6610,0.9895409657327519,3.5713276384232854e-13,7.312114773289756e-8,5.746062923934703e-10
Chr2,3393351,3393611,261,*,ATAC_6611,0,AT2G07705,12606,ATAC_6610,0.9644610366561716,1.747684253478178e-9,3.5688411529725787e-4,3.7010884297841803e-7
Chr2,3393886,3394256,371,*,ATAC_6612,0,AT2G07705,13141,ATAC_6610,0.9961027742944503,3.623930009094496e-16,7.422352248126891e-11,4.346519689695765e-12
Chr2,3396809,3397439,631,*,ATAC_6613,0,AT2G07705,16064,ATAC_6610,0.980330163160582,2.9002090861697442e-11,5.931884650215563e-6,1.3059189491535671e-8
Chr2,3398530,3399115,586,*,ATAC_6614,0,AT2G07705,17785,ATAC_6610,0.992884154191563,2.4310793772739777e-14,4.978631767513152e-9,9.164011595476579e-11
Chr2,3399272,3399504,233,*,ATAC_6615,0,AT2G07705,18527,ATAC_6610,0.9482778862301476,2.3146488350060427e-8,0.0047217215979938765,3.6616227373916558e-6
Chr2,3400141,3400450,310,*,ATAC_6616,0,AT2G07705,19396,ATAC_6610,0.9424153913258545,4.8312870765388205e-8,0.009850221343130409,6.7385609020482555e-6
Chr2,3381729,3382044,316,*,ATAC_6610,0,AT2G07711,17389,ATAC_6615,0.9482778862301476,2.3146488350060427e-8,0.0047217215979938765,3.6616227373916558e-6
Chr2,3393351,3393611,261,*,ATAC_6611,0,AT2G07711,5822,ATAC_6615,0.9828854573689406,1.102340853742289e-11,2.255389386756723e-6,6.406850365803205e-9
Chr2,3393886,3394256,371,*,ATAC_6612,0,AT2G07711,5177,ATAC_6615,0.942423081588196,4.826872196787125e-8,0.00984126837841943,6.7385609020482555e-6
Chr2,3396809,3397439,631,*,ATAC_6613,0,AT2G07711,1994,ATAC_6615,0.9594348184038533,4.352959748922345e-9,8.885522617085225e-4,8.204292707730786e-7
Chr2,3398530,3399115,586,*,ATAC_6614,0,AT2G07711,318,ATAC_6615,0.9559721229389613,7.652248907599164e-9,0.0015617780885475439,1.3792168113058974e-6
Chr2,3400141,3400450,310,*,ATAC_6616,0,AT2G07711,-706,ATAC_6615,0.9683555454846143,7.836345814936998e-10,1.6008479048044047e-4,1.9040059383376708e-7
Chr2,3405468,3405630,163,*,ATAC_6617,0,AT2G07711,-6033,ATAC_6615,0.9670290802001835,1.0409158816185212e-9,2.1260915065234617e-4,2.384227464957239e-7
Chr2,3406321,3406585,265,*,ATAC_6618,0,AT2G07711,-6886,ATAC_6615,0.9387417713515172,7.375281313151807e-8,0.015032814642157935,9.730454479151624e-6
Chr2,3410886,3411231,346,*,ATAC_6619,0,AT2G07711,-11451,ATAC_6615,0.9509726292057549,1.6030866334961297e-8,0.0032710341521835127,2.700206002711421e-6
Chr2,3412382,3413133,752,*,ATAC_6620,0,AT2G07711,-12947,ATAC_6615,0.9394690562411052,6.797035858922315e-8,0.01385480601339289,9.048996949079899e-6
Chr2,3418677,3419508,832,*,ATAC_6621,0,AT2G07711,-19242,ATAC_6615,0.9706377736567621,4.668606535084133e-10,9.53885018641855e-5,1.2124898074713262e-7
Chr2,3393351,3393611,261,*,ATAC_6611,0,AT2G07713,-13606,ATAC_6618,0.9520898146402437,1.3682978061729312e-8,0.00279220323518873,2.3659775958202117e-6
Chr2,3393886,3394256,371,*,ATAC_6612,0,AT2G07713,-12961,ATAC_6618,0.9685232316487311,7.553615696605289e-10,1.5431130434281014e-4,1.8523674676061805e-7
Chr2,3396809,3397439,631,*,ATAC_6613,0,AT2G07713,-9778,ATAC_6618,0.9635662021377798,2.0750362627723833e-9,4.2369957945923015e-4,4.297746482497697e-7
Chr2,3398530,3399115,586,*,ATAC_6614,0,AT2G07713,-8102,ATAC_6618,0.9645630196260901,1.7133440744601305e-9,3.4988199344550324e-4,3.669326825627211e-7
Chr2,3399272,3399504,233,*,ATAC_6615,0,AT2G07713,-7713,ATAC_6618,0.9387417713515172,7.375281313151807e-8,0.015032814642157935,9.730454479151624e-6
Chr2,3400141,3400450,310,*,ATAC_6616,0,AT2G07713,-6767,ATAC_6618,0.9709346212677091,4.3514975050723063e-10,8.891458367089294e-5,1.1521629462832322e-7
Chr2,3405468,3405630,163,*,ATAC_6617,0,AT2G07713,-1587,ATAC_6618,0.9331756112065652,1.335548191195888e-7,0.027211126621520622,1.62699284110598e-5
Chr2,3410886,3411231,346,*,ATAC_6619,0,AT2G07713,3667,ATAC_6618,0.9816131127449758,1.8149111738333273e-11,3.7124371042995474e-6,8.667561857191892e-9
Chr2,3412382,3413133,752,*,ATAC_6620,0,AT2G07713,5163,ATAC_6618,0.9597939082345011,4.0942072324625005e-9,8.357546165698027e-4,7.760954131267522e-7
Chr2,3418677,3419508,832,*,ATAC_6621,0,AT2G07713,11458,ATAC_6618,0.9829230044377645,1.0856308604367627e-11,2.221222453070825e-6,6.365817697198087e-9
Chr2,3393351,3393611,261,*,ATAC_6611,0,AT2G07715,-16985,ATAC_6619,0.9474061273458015,2.5958656979881916e-8,0.005295150685384233,4.067472855359172e-6
Chr2,3393886,3394256,371,*,ATAC_6612,0,AT2G07715,-16340,ATAC_6619,0.949634181618346,1.9287728826481764e-8,0.003935063147449983,3.153276773862655e-6
Chr2,3396809,3397439,631,*,ATAC_6613,0,AT2G07715,-13157,ATAC_6619,0.9460755201083578,3.080972661030725e-8,0.00628425993670437,4.748633096713246e-6
Chr2,3398530,3399115,586,*,ATAC_6614,0,AT2G07715,-11481,ATAC_6619,0.9558608997317243,7.786281888148485e-9,0.0015891178431160008,1.399550577352031e-6
Chr2,3399272,3399504,233,*,ATAC_6615,0,AT2G07715,-11092,ATAC_6619,0.9509726292057549,1.6030866334961297e-8,0.0032710341521835127,2.700206002711421e-6
Chr2,3400141,3400450,310,*,ATAC_6616,0,AT2G07715,-10146,ATAC_6619,0.9609075135650929,3.3734164373993458e-9,6.886863391115138e-4,6.550440146674326e-7
Chr2,3405468,3405630,163,*,ATAC_6617,0,AT2G07715,-4966,ATAC_6619,0.9429785226264026,4.5169393859519796e-8,0.009210084577349946,6.428639370585381e-6
Chr2,3406321,3406585,265,*,ATAC_6618,0,AT2G07715,-4011,ATAC_6619,0.9816131127449758,1.8149111738333273e-11,3.7124371042995474e-6,8.667561857191892e-9
Chr2,3412382,3413133,752,*,ATAC_6620,0,AT2G07715,1784,ATAC_6619,0.9373487743227217,8.600149547100299e-8,0.017527362781476822,1.1080531219864259e-5
Chr2,3418677,3419508,832,*,ATAC_6621,0,AT2G07715,8079,ATAC_6619,0.9742749459943189,1.867890320456248e-10,3.817967815012571e-5,5.771358226671221e-8
Chr2,3428928,3429192,265,*,ATAC_6622,0,AT2G07715,18330,ATAC_6619,0.9579014319699815,5.620880133276951e-9,0.0011472778440031585,1.0357282852658374e-6
Chr2,3393886,3394256,371,*,ATAC_6612,0,AT2G07716,-19698,ATAC_6620,0.982367091434291,1.3565362360837623e-11,2.7749847859823874e-6,6.831005626487957e-9
Chr2,3396809,3397439,631,*,ATAC_6613,0,AT2G07716,-16515,ATAC_6620,0.9947029574384904,3.094043010956267e-15,6.33690949073953e-10,2.5512962994510234e-11
Chr2,3398530,3399115,586,*,ATAC_6614,0,AT2G07716,-14839,ATAC_6620,0.9765938341483934,9.701507422636239e-11,1.9835702076322052e-5,3.497137192968511e-8
Chr2,3399272,3399504,233,*,ATAC_6615,0,AT2G07716,-14450,ATAC_6620,0.9394690562411052,6.797035858922315e-8,0.01385480601339289,9.048996949079899e-6
Chr2,3400141,3400450,310,*,ATAC_6616,0,AT2G07716,-13504,ATAC_6620,0.9289490758517911,2.0283705746263036e-7,0.041313243352816165,2.3250190368870298e-5
Chr2,3405468,3405630,163,*,ATAC_6617,0,AT2G07716,-8324,ATAC_6620,0.9643302989662972,1.7925643785114185e-9,3.660452312207887e-4,3.7779391960320543e-7
Chr2,3406321,3406585,265,*,ATAC_6618,0,AT2G07716,-7369,ATAC_6620,0.9597939082345011,4.0942072324625005e-9,8.357546165698027e-4,7.760954131267522e-7
Chr2,3410886,3411231,346,*,ATAC_6619,0,AT2G07716,-2723,ATAC_6620,0.9373487743227217,8.600149547100299e-8,0.017527362781476822,1.1080531219864259e-5
Chr2,3418677,3419508,832,*,ATAC_6621,0,AT2G07716,4721,ATAC_6620,0.974975199831101,1.5426172020319485e-10,3.1534335105657294e-5,5.0128726483107184e-8
